network_path,random_seed,suitability_thresh,exposure_delay,kernel,kernel_parameters,alpha_S,alpha_L,alpha_LD,start_month,number_of_time_steps,number_of_simulations,seeding,interventions,interventions_type,time_step,accumulated_probabilities,infections_mean,infections_std,infections_min,infections_25_per,infections_50_per,infections_75_per,infections_max,filename,network,node_count,input_code
../input/networks/BD,1,0,3,moore,1,500,0.2,50,5,24,100,../input/seeding/seed_BD_Rajshahi.csv,../work/interventions/BD1_S100_0/I1-B3.csv,none,24,14.28,14.28,2.574466699702832,8.0,13.0,14.0,16.0,20.0,../work/sim_summaries/BD1_S100_I18-B3_summary.csv,BD,211,
../input/networks/BD,1,0,3,moore,1,500,0.2,50,5,24,100,../input/seeding/seed_BD_Rajshahi.csv,../work/interventions/BD1_S100_0/I1-B4.csv,none,24,14.28,14.28,2.574466699702832,8.0,13.0,14.0,16.0,20.0,../work/sim_summaries/BD1_S100_I18-B4_summary.csv,BD,211,
../input/networks/BD,1,0,3,moore,1,500,0.2,50,5,24,100,../input/seeding/seed_BD_Rajshahi.csv,../work/interventions/BD1_S100_0/I3-B1.csv,none,24,106.66,106.66,11.21256510177828,58.0,101.0,108.0,115.25,126.0,../work/sim_summaries/BD1_S100_I3-B1_summary.csv,BD,211,
../input/networks/BD,1,0,3,moore,1,500,0.2,50,5,24,100,../input/seeding/seed_BD_Rajshahi.csv,../work/interventions/BD1_S100_0/I3-B2.csv,none,24,21.59,21.59,3.760762334066504,13.0,19.0,22.0,24.0,37.0,../work/sim_summaries/BD1_S100_I3-B2_summary.csv,BD,211,
../input/networks/BD,1,0,3,moore,1,500,0.2,50,5,24,100,../input/seeding/seed_BD_Rajshahi.csv,../work/interventions/BD1_S100_0/I3-B3.csv,none,24,21.59,21.59,3.760762334066504,13.0,19.0,22.0,24.0,37.0,../work/sim_summaries/BD1_S100_I3-B3_summary.csv,BD,211,
../input/networks/BD,1,0,3,moore,1,500,0.2,50,5,24,100,../input/seeding/seed_BD_Rajshahi.csv,../work/interventions/BD1_S100_0/I3-B4.csv,none,24,21.59,21.59,3.760762334066504,13.0,19.0,22.0,24.0,37.0,../work/sim_summaries/BD1_S100_I3-B4_summary.csv,BD,211,
../input/networks/BD,1,0,3,moore,1,500,0.2,50,5,24,100,../input/seeding/seed_BD_Rajshahi.csv,../work/interventions/BD1_S100_0/I6-B1.csv,none,24,127.27,127.27,8.212893288093799,111.0,121.0,127.0,133.0,147.0,../work/sim_summaries/BD1_S100_I6-B1_summary.csv,BD,211,
../input/networks/BD,1,0,3,moore,1,500,0.2,50,5,24,100,../input/seeding/seed_BD_Rajshahi.csv,../work/interventions/BD1_S100_0/I6-B2.csv,none,24,127.27,127.27,8.212893288093799,111.0,121.0,127.0,133.0,147.0,../work/sim_summaries/BD1_S100_I6-B2_summary.csv,BD,211,
../input/networks/BD,1,0,3,moore,1,500,0.2,50,5,24,100,../input/seeding/seed_BD_Rajshahi.csv,../work/interventions/BD1_S100_0/I6-B3.csv,none,24,113.90000000000006,113.9,13.14910604942366,86.0,104.0,113.5,124.0,145.0,../work/sim_summaries/BD1_S100_I6-B3_summary.csv,BD,211,
../input/networks/BD,1,0,3,moore,1,500,0.2,50,5,24,100,../input/seeding/seed_BD_Rajshahi.csv,../work/interventions/BD1_S100_0/I6-B4.csv,none,24,113.90000000000006,113.9,13.14910604942366,86.0,104.0,113.5,124.0,145.0,../work/sim_summaries/BD1_S100_I6-B4_summary.csv,BD,211,
../input/networks/BD,1,0,3,moore,1,300,0.2,50,5,24,100,../input/seeding/seed_BD_Rajshahi.csv,../work/interventions/BD2_S100_0/I12-B1.csv,none,24,196.78,196.78,4.354447395618888,181.0,196.0,198.0,199.0,204.0,../work/sim_summaries/BD2_S100_I1-B1_summary.csv,BD,211,
../input/networks/BD,1,0,3,moore,1,300,0.2,50,5,24,100,../input/seeding/seed_BD_Rajshahi.csv,../work/interventions/BD2_S100_0/I12-B2.csv,none,24,196.17,196.17,4.82848241420039,180.0,195.0,197.0,199.0,204.0,../work/sim_summaries/BD2_S100_I1-B2_summary.csv,BD,211,
../input/networks/BD,1,0,3,moore,1,300,0.2,50,5,24,100,../input/seeding/seed_BD_Rajshahi.csv,../work/interventions/BD2_S100_0/I12-B3.csv,none,24,196.17,196.17,4.82848241420039,180.0,195.0,197.0,199.0,204.0,../work/sim_summaries/BD2_S100_I1-B3_summary.csv,BD,211,
../input/networks/BD,1,0,3,moore,1,300,0.2,50,5,24,100,../input/seeding/seed_BD_Rajshahi.csv,../work/interventions/BD2_S100_0/I12-B4.csv,none,24,195.89,195.89,5.020956084253277,178.0,194.0,197.0,199.0,204.0,../work/sim_summaries/BD2_S100_I1-B4_summary.csv,BD,211,
../input/networks/BD,1,0,3,moore,1,300,0.2,50,5,24,100,../input/seeding/seed_BD_Rajshahi.csv,../work/interventions/BD2_S100_0/I18-B1.csv,none,24,203.01,203.01,0.8347866115772863,200.0,203.0,203.0,204.0,204.0,../work/sim_summaries/BD2_S100_I12-B1_summary.csv,BD,211,
../input/networks/BD,1,0,3,moore,1,300,0.2,50,5,24,100,../input/seeding/seed_BD_Rajshahi.csv,../work/interventions/BD2_S100_0/I18-B2.csv,none,24,202.98,202.98,0.8525659428271147,200.0,203.0,203.0,204.0,204.0,../work/sim_summaries/BD2_S100_I12-B2_summary.csv,BD,211,
../input/networks/BD,1,0,3,moore,1,300,0.2,50,5,24,100,../input/seeding/seed_BD_Rajshahi.csv,../work/interventions/BD2_S100_0/I18-B3.csv,none,24,202.98,202.98,0.8525659428271147,200.0,203.0,203.0,204.0,204.0,../work/sim_summaries/BD2_S100_I12-B3_summary.csv,BD,211,
../input/networks/BD,1,0,3,moore,1,300,0.2,50,5,24,100,../input/seeding/seed_BD_Rajshahi.csv,../work/interventions/BD2_S100_0/I18-B4.csv,none,24,202.98,202.98,0.8525659428271147,200.0,203.0,203.0,204.0,204.0,../work/sim_summaries/BD2_S100_I12-B4_summary.csv,BD,211,
../input/networks/BD,1,0,3,moore,1,300,0.2,50,5,24,100,../input/seeding/seed_BD_Rajshahi.csv,../work/interventions/BD2_S100_0/I1-B1.csv,none,24,86.19,86.19,48.99035052379647,8.0,15.0,106.5,122.0,144.0,../work/sim_summaries/BD2_S100_I18-B1_summary.csv,BD,211,
../input/networks/BD,1,0,3,moore,1,300,0.2,50,5,24,100,../input/seeding/seed_BD_Rajshahi.csv,../work/interventions/BD2_S100_0/I1-B2.csv,none,24,14.27,14.27,2.565721982781707,8.0,13.0,14.0,16.0,20.0,../work/sim_summaries/BD2_S100_I18-B2_summary.csv,BD,211,
../input/networks/BD,1,0,3,moore,1,300,0.2,50,5,24,100,../input/seeding/seed_BD_Rajshahi.csv,../work/interventions/BD2_S100_0/I1-B3.csv,none,24,14.27,14.27,2.565721982781707,8.0,13.0,14.0,16.0,20.0,../work/sim_summaries/BD2_S100_I18-B3_summary.csv,BD,211,
../input/networks/BD,1,0,3,moore,1,300,0.2,50,5,24,100,../input/seeding/seed_BD_Rajshahi.csv,../work/interventions/BD2_S100_0/I1-B4.csv,none,24,14.27,14.27,2.565721982781707,8.0,13.0,14.0,16.0,20.0,../work/sim_summaries/BD2_S100_I18-B4_summary.csv,BD,211,
../input/networks/BD,1,0,3,moore,1,300,0.2,50,5,24,100,../input/seeding/seed_BD_Rajshahi.csv,../work/interventions/BD2_S100_0/I3-B1.csv,none,24,121.72,121.72,10.844241594393576,58.0,119.0,123.0,127.0,136.0,../work/sim_summaries/BD2_S100_I3-B1_summary.csv,BD,211,
../input/networks/BD,1,0,3,moore,1,300,0.2,50,5,24,100,../input/seeding/seed_BD_Rajshahi.csv,../work/interventions/BD2_S100_0/I3-B2.csv,none,24,21.59,21.59,3.760762334066504,13.0,19.0,22.0,24.0,37.0,../work/sim_summaries/BD2_S100_I3-B2_summary.csv,BD,211,
../input/networks/BD,1,0,3,moore,1,300,0.2,50,5,24,100,../input/seeding/seed_BD_Rajshahi.csv,../work/interventions/BD2_S100_0/I3-B3.csv,none,24,21.59,21.59,3.760762334066504,13.0,19.0,22.0,24.0,37.0,../work/sim_summaries/BD2_S100_I3-B3_summary.csv,BD,211,
../input/networks/BD,1,0,3,moore,1,300,0.2,50,5,24,100,../input/seeding/seed_BD_Rajshahi.csv,../work/interventions/BD2_S100_0/I3-B4.csv,none,24,21.59,21.59,3.760762334066504,13.0,19.0,22.0,24.0,37.0,../work/sim_summaries/BD2_S100_I3-B4_summary.csv,BD,211,
../input/networks/BD,1,0,3,moore,1,300,0.2,50,5,24,100,../input/seeding/seed_BD_Rajshahi.csv,../work/interventions/BD2_S100_0/I6-B1.csv,none,24,126.65000000000002,126.65,8.129476233951596,111.0,120.0,126.0,132.0,146.0,../work/sim_summaries/BD2_S100_I6-B1_summary.csv,BD,211,
../input/networks/BD,1,0,3,moore,1,300,0.2,50,5,24,100,../input/seeding/seed_BD_Rajshahi.csv,../work/interventions/BD2_S100_0/I6-B2.csv,none,24,126.65000000000002,126.65,8.129476233951596,111.0,120.0,126.0,132.0,146.0,../work/sim_summaries/BD2_S100_I6-B2_summary.csv,BD,211,
../input/networks/BD,1,0,3,moore,1,300,0.2,50,5,24,100,../input/seeding/seed_BD_Rajshahi.csv,../work/interventions/BD2_S100_0/I6-B3.csv,none,24,113.51000000000002,113.51,13.06819332454478,86.0,103.5,113.0,123.25,144.0,../work/sim_summaries/BD2_S100_I6-B3_summary.csv,BD,211,
../input/networks/BD,1,0,3,moore,1,300,0.2,50,5,24,100,../input/seeding/seed_BD_Rajshahi.csv,../work/interventions/BD2_S100_0/I6-B4.csv,none,24,113.51000000000002,113.51,13.06819332454478,86.0,103.5,113.0,123.25,144.0,../work/sim_summaries/BD2_S100_I6-B4_summary.csv,BD,211,
../input/networks/BD,1,0,3,moore,1,500,0.2,50,3,24,100,../input/seeding/seed_BD_Rajshahi.csv,../work/interventions/BD3_S100_0/I12-B1.csv,none,24,202.72000000000003,202.72,1.456992890452209,198.0,202.0,203.0,204.0,204.0,../work/sim_summaries/BD3_S100_I1-B1_summary.csv,BD,211,
../input/networks/BD,1,0,3,moore,1,500,0.2,50,3,24,100,../input/seeding/seed_BD_Rajshahi.csv,../work/interventions/BD3_S100_0/I12-B2.csv,none,24,202.72000000000003,202.72,1.456992890452209,198.0,202.0,203.0,204.0,204.0,../work/sim_summaries/BD3_S100_I1-B2_summary.csv,BD,211,
../input/networks/BD,1,0,3,moore,1,500,0.2,50,3,24,100,../input/seeding/seed_BD_Rajshahi.csv,../work/interventions/BD3_S100_0/I12-B3.csv,none,24,202.01000000000005,202.01,1.9305884380601983,196.0,201.0,203.0,203.0,204.0,../work/sim_summaries/BD3_S100_I1-B3_summary.csv,BD,211,
../input/networks/BD,1,0,3,moore,1,500,0.2,50,3,24,100,../input/seeding/seed_BD_Rajshahi.csv,../work/interventions/BD3_S100_0/I12-B4.csv,none,24,201.88,201.88,2.001413641818344,196.0,201.0,203.0,203.0,204.0,../work/sim_summaries/BD3_S100_I1-B4_summary.csv,BD,211,
../input/networks/BD,1,0,3,moore,1,500,0.2,50,3,24,100,../input/seeding/seed_BD_Rajshahi.csv,../work/interventions/BD3_S100_0/I18-B1.csv,none,24,203.76000000000005,203.76,0.4521553322083511,202.0,204.0,204.0,204.0,204.0,../work/sim_summaries/BD3_S100_I12-B1_summary.csv,BD,211,
../input/networks/BD,1,0,3,moore,1,500,0.2,50,3,24,100,../input/seeding/seed_BD_Rajshahi.csv,../work/interventions/BD3_S100_0/I18-B2.csv,none,24,203.75000000000009,203.75,0.4793724854411023,202.0,204.0,204.0,204.0,204.0,../work/sim_summaries/BD3_S100_I12-B2_summary.csv,BD,211,
../input/networks/BD,1,0,3,moore,1,500,0.2,50,3,24,100,../input/seeding/seed_BD_Rajshahi.csv,../work/interventions/BD3_S100_0/I18-B3.csv,none,24,203.75000000000009,203.75,0.4793724854411023,202.0,204.0,204.0,204.0,204.0,../work/sim_summaries/BD3_S100_I12-B3_summary.csv,BD,211,
../input/networks/BD,1,0,3,moore,1,500,0.2,50,3,24,100,../input/seeding/seed_BD_Rajshahi.csv,../work/interventions/BD3_S100_0/I18-B4.csv,none,24,203.75000000000009,203.75,0.4793724854411023,202.0,204.0,204.0,204.0,204.0,../work/sim_summaries/BD3_S100_I12-B4_summary.csv,BD,211,
../input/networks/BD,1,0,3,moore,1,500,0.2,50,3,24,100,../input/seeding/seed_BD_Rajshahi.csv,../work/interventions/BD3_S100_0/I1-B1.csv,none,24,97.08,97.08,39.36277275279117,24.0,74.5,113.0,128.0,155.0,../work/sim_summaries/BD3_S100_I18-B1_summary.csv,BD,211,
../input/networks/BD,1,0,3,moore,1,500,0.2,50,3,24,100,../input/seeding/seed_BD_Rajshahi.csv,../work/interventions/BD3_S100_0/I1-B2.csv,none,24,32.81,32.81,3.894297825739007,23.0,31.0,33.0,35.0,41.0,../work/sim_summaries/BD3_S100_I18-B2_summary.csv,BD,211,
../input/networks/BD,1,0,3,moore,1,500,0.2,50,3,24,100,../input/seeding/seed_BD_Rajshahi.csv,../work/interventions/BD3_S100_0/I1-B3.csv,none,24,32.81,32.81,3.894297825739007,23.0,31.0,33.0,35.0,41.0,../work/sim_summaries/BD3_S100_I18-B3_summary.csv,BD,211,
../input/networks/BD,1,0,3,moore,1,500,0.2,50,3,24,100,../input/seeding/seed_BD_Rajshahi.csv,../work/interventions/BD3_S100_0/I1-B4.csv,none,24,32.81,32.81,3.894297825739007,23.0,31.0,33.0,35.0,41.0,../work/sim_summaries/BD3_S100_I18-B4_summary.csv,BD,211,
../input/networks/BD,1,0,3,moore,1,500,0.2,50,3,24,100,../input/seeding/seed_BD_Rajshahi.csv,../work/interventions/BD3_S100_0/I3-B1.csv,none,24,137.19999999999996,137.2,3.9746672562592953,126.0,135.0,137.0,140.0,145.0,../work/sim_summaries/BD3_S100_I3-B1_summary.csv,BD,211,
../input/networks/BD,1,0,3,moore,1,500,0.2,50,3,24,100,../input/seeding/seed_BD_Rajshahi.csv,../work/interventions/BD3_S100_0/I3-B2.csv,none,24,44.21000000000001,44.21,4.269447483947053,35.0,41.0,44.0,47.0,55.0,../work/sim_summaries/BD3_S100_I3-B2_summary.csv,BD,211,
../input/networks/BD,1,0,3,moore,1,500,0.2,50,3,24,100,../input/seeding/seed_BD_Rajshahi.csv,../work/interventions/BD3_S100_0/I3-B3.csv,none,24,44.21000000000001,44.21,4.269447483947053,35.0,41.0,44.0,47.0,55.0,../work/sim_summaries/BD3_S100_I3-B3_summary.csv,BD,211,
../input/networks/BD,1,0,3,moore,1,500,0.2,50,3,24,100,../input/seeding/seed_BD_Rajshahi.csv,../work/interventions/BD3_S100_0/I3-B4.csv,none,24,44.21000000000001,44.21,4.269447483947053,35.0,41.0,44.0,47.0,55.0,../work/sim_summaries/BD3_S100_I3-B4_summary.csv,BD,211,
../input/networks/BD,1,0,3,moore,1,500,0.2,50,3,24,100,../input/seeding/seed_BD_Rajshahi.csv,../work/interventions/BD3_S100_0/I6-B1.csv,none,24,155.28999999999996,155.29,6.733445843644466,142.0,150.0,155.0,161.0,171.0,../work/sim_summaries/BD3_S100_I6-B1_summary.csv,BD,211,
../input/networks/BD,1,0,3,moore,1,500,0.2,50,3,24,100,../input/seeding/seed_BD_Rajshahi.csv,../work/interventions/BD3_S100_0/I6-B2.csv,none,24,136.70000000000007,136.7,8.252945602093298,118.0,131.0,136.5,143.0,155.0,../work/sim_summaries/BD3_S100_I6-B2_summary.csv,BD,211,
../input/networks/BD,1,0,3,moore,1,500,0.2,50,3,24,100,../input/seeding/seed_BD_Rajshahi.csv,../work/interventions/BD3_S100_0/I6-B3.csv,none,24,136.70000000000007,136.7,8.252945602093298,118.0,131.0,136.5,143.0,155.0,../work/sim_summaries/BD3_S100_I6-B3_summary.csv,BD,211,
../input/networks/BD,1,0,3,moore,1,500,0.2,50,3,24,100,../input/seeding/seed_BD_Rajshahi.csv,../work/interventions/BD3_S100_0/I6-B4.csv,none,24,136.70000000000007,136.7,8.252945602093298,118.0,131.0,136.5,143.0,155.0,../work/sim_summaries/BD3_S100_I6-B4_summary.csv,BD,211,
../input/networks/BD,1,0,3,moore,1,300,0.2,200,5,24,100,../input/seeding/seed_BD_Rajshahi.csv,../work/interventions/BD4_S100_0/I12-B1.csv,none,24,201.77999999999997,201.78,2.3206582138381657,196.0,199.0,203.0,204.0,204.0,../work/sim_summaries/BD4_S100_I1-B1_summary.csv,BD,211,
../input/networks/BD,1,0,3,moore,1,300,0.2,200,5,24,100,../input/seeding/seed_BD_Rajshahi.csv,../work/interventions/BD4_S100_0/I12-B2.csv,none,24,201.77999999999997,201.78,2.3206582138381657,196.0,199.0,203.0,204.0,204.0,../work/sim_summaries/BD4_S100_I1-B2_summary.csv,BD,211,
../input/networks/BD,1,0,3,moore,1,300,0.2,200,5,24,100,../input/seeding/seed_BD_Rajshahi.csv,../work/interventions/BD4_S100_0/I12-B3.csv,none,24,201.74,201.74,2.355393552652887,196.0,199.0,203.0,204.0,204.0,../work/sim_summaries/BD4_S100_I1-B3_summary.csv,BD,211,
../input/networks/BD,1,0,3,moore,1,300,0.2,200,5,24,100,../input/seeding/seed_BD_Rajshahi.csv,../work/interventions/BD4_S100_0/I12-B4.csv,none,24,201.73,201.73,2.3478122203920444,196.0,199.0,203.0,204.0,204.0,../work/sim_summaries/BD4_S100_I1-B4_summary.csv,BD,211,
../input/networks/BD,1,0,3,moore,1,300,0.2,200,5,24,100,../input/seeding/seed_BD_Rajshahi.csv,../work/interventions/BD4_S100_0/I18-B1.csv,none,24,203.5,203.5,0.6276459144608478,202.0,203.0,204.0,204.0,204.0,../work/sim_summaries/BD4_S100_I12-B1_summary.csv,BD,211,
../input/networks/BD,1,0,3,moore,1,300,0.2,200,5,24,100,../input/seeding/seed_BD_Rajshahi.csv,../work/interventions/BD4_S100_0/I18-B2.csv,none,24,203.5,203.5,0.6276459144608478,202.0,203.0,204.0,204.0,204.0,../work/sim_summaries/BD4_S100_I12-B2_summary.csv,BD,211,
../input/networks/BD,1,0,3,moore,1,300,0.2,200,5,24,100,../input/seeding/seed_BD_Rajshahi.csv,../work/interventions/BD4_S100_0/I18-B3.csv,none,24,203.5,203.5,0.6276459144608478,202.0,203.0,204.0,204.0,204.0,../work/sim_summaries/BD4_S100_I12-B3_summary.csv,BD,211,
../input/networks/BD,1,0,3,moore,1,300,0.2,200,5,24,100,../input/seeding/seed_BD_Rajshahi.csv,../work/interventions/BD4_S100_0/I18-B4.csv,none,24,203.5,203.5,0.6276459144608478,202.0,203.0,204.0,204.0,204.0,../work/sim_summaries/BD4_S100_I12-B4_summary.csv,BD,211,
../input/networks/BD,1,0,3,moore,1,300,0.2,200,5,24,100,../input/seeding/seed_BD_Rajshahi.csv,../work/interventions/BD4_S100_0/I1-B1.csv,none,24,105.95,105.95,48.731043970600986,18.0,37.75,127.0,139.0,161.0,../work/sim_summaries/BD4_S100_I18-B1_summary.csv,BD,211,
../input/networks/BD,1,0,3,moore,1,300,0.2,200,5,24,100,../input/seeding/seed_BD_Rajshahi.csv,../work/interventions/BD4_S100_0/I1-B2.csv,none,24,29.93,29.93,3.643882378436328,18.0,28.0,30.0,32.0,41.0,../work/sim_summaries/BD4_S100_I18-B2_summary.csv,BD,211,
../input/networks/BD,1,0,3,moore,1,300,0.2,200,5,24,100,../input/seeding/seed_BD_Rajshahi.csv,../work/interventions/BD4_S100_0/I1-B3.csv,none,24,29.93,29.93,3.643882378436328,18.0,28.0,30.0,32.0,41.0,../work/sim_summaries/BD4_S100_I18-B3_summary.csv,BD,211,
../input/networks/BD,1,0,3,moore,1,300,0.2,200,5,24,100,../input/seeding/seed_BD_Rajshahi.csv,../work/interventions/BD4_S100_0/I1-B4.csv,none,24,29.93,29.93,3.643882378436328,18.0,28.0,30.0,32.0,41.0,../work/sim_summaries/BD4_S100_I18-B4_summary.csv,BD,211,
../input/networks/BD,1,0,3,moore,1,300,0.2,200,5,24,100,../input/seeding/seed_BD_Rajshahi.csv,../work/interventions/BD4_S100_0/I3-B1.csv,none,24,144.76,144.76,3.576353314523474,135.0,142.0,144.0,147.0,152.0,../work/sim_summaries/BD4_S100_I3-B1_summary.csv,BD,211,
../input/networks/BD,1,0,3,moore,1,300,0.2,200,5,24,100,../input/seeding/seed_BD_Rajshahi.csv,../work/interventions/BD4_S100_0/I3-B2.csv,none,24,50.06999999999999,50.07,4.971138926063345,36.0,47.0,50.0,53.0,63.0,../work/sim_summaries/BD4_S100_I3-B2_summary.csv,BD,211,
../input/networks/BD,1,0,3,moore,1,300,0.2,200,5,24,100,../input/seeding/seed_BD_Rajshahi.csv,../work/interventions/BD4_S100_0/I3-B3.csv,none,24,50.06999999999999,50.07,4.971138926063345,36.0,47.0,50.0,53.0,63.0,../work/sim_summaries/BD4_S100_I3-B3_summary.csv,BD,211,
../input/networks/BD,1,0,3,moore,1,300,0.2,200,5,24,100,../input/seeding/seed_BD_Rajshahi.csv,../work/interventions/BD4_S100_0/I3-B4.csv,none,24,50.06999999999999,50.07,4.971138926063345,36.0,47.0,50.0,53.0,63.0,../work/sim_summaries/BD4_S100_I3-B4_summary.csv,BD,211,
../input/networks/BD,1,0,3,moore,1,300,0.2,200,5,24,100,../input/seeding/seed_BD_Rajshahi.csv,../work/interventions/BD4_S100_0/I6-B1.csv,none,24,180.68999999999997,180.69,6.571587142826122,162.0,176.0,181.5,187.0,192.0,../work/sim_summaries/BD4_S100_I6-B1_summary.csv,BD,211,
../input/networks/BD,1,0,3,moore,1,300,0.2,200,5,24,100,../input/seeding/seed_BD_Rajshahi.csv,../work/interventions/BD4_S100_0/I6-B2.csv,none,24,162.3,162.3,8.538090530030114,137.0,157.0,163.0,168.25,180.0,../work/sim_summaries/BD4_S100_I6-B2_summary.csv,BD,211,
../input/networks/BD,1,0,3,moore,1,300,0.2,200,5,24,100,../input/seeding/seed_BD_Rajshahi.csv,../work/interventions/BD4_S100_0/I6-B3.csv,none,24,162.3,162.3,8.538090530030114,137.0,157.0,163.0,168.25,180.0,../work/sim_summaries/BD4_S100_I6-B3_summary.csv,BD,211,
../input/networks/BD,1,0,3,moore,1,300,0.2,200,5,24,100,../input/seeding/seed_BD_Rajshahi.csv,../work/interventions/BD4_S100_0/I6-B4.csv,none,24,162.3,162.3,8.538090530030114,137.0,157.0,163.0,168.25,180.0,../work/sim_summaries/BD4_S100_I6-B4_summary.csv,BD,211,
../input/networks/ID,1,0,3,moore,1,500,0.2,50,5,24,100,../input/seeding/seed_ID_radial.csv,../work/interventions/ID1_S100_0/I12-B10.csv,none,24,286.42,286.42,8.384907075613102,272.0,281.0,285.5,291.25,322.0,../work/sim_summaries/ID1_S100_I1-B10_summary.csv,ID,3296,
../input/networks/ID,1,0,3,moore,1,500,0.2,50,5,24,100,../input/seeding/seed_ID_radial.csv,../work/interventions/ID1_S100_0/I12-B16.csv,none,24,285.7399999999999,285.74,8.389050102136808,272.0,280.0,284.5,290.0,322.0,../work/sim_summaries/ID1_S100_I1-B16_summary.csv,ID,3296,
../input/networks/ID,1,0,3,moore,1,500,0.2,50,5,24,100,../input/seeding/seed_ID_radial.csv,../work/interventions/ID1_S100_0/I12-B1.csv,none,24,341.15000000000003,341.15,49.62635643007909,282.0,298.5,332.5,370.75,491.0,../work/sim_summaries/ID1_S100_I1-B1_summary.csv,ID,3296,
../input/networks/ID,1,0,3,moore,1,500,0.2,50,5,24,100,../input/seeding/seed_ID_radial.csv,../work/interventions/ID1_S100_0/I12-B4.csv,none,24,298.27,298.27,18.29160816584833,273.0,283.0,294.0,309.5,349.0,../work/sim_summaries/ID1_S100_I1-B4_summary.csv,ID,3296,
../input/networks/ID,1,0,3,moore,1,500,0.2,50,5,24,100,../input/seeding/seed_ID_radial.csv,../work/interventions/ID1_S100_0/I12-B7.csv,none,24,288.78,288.78,9.86021492584408,272.0,281.0,288.0,294.25,322.0,../work/sim_summaries/ID1_S100_I1-B7_summary.csv,ID,3296,
../input/networks/ID,1,0,3,moore,1,500,0.2,50,5,24,100,../input/seeding/seed_ID_radial.csv,../work/interventions/ID1_S100_0/I18-B10.csv,none,24,356.0400000000001,356.04,38.42424529203698,298.0,323.75,349.5,377.25,466.0,../work/sim_summaries/ID1_S100_I12-B10_summary.csv,ID,3296,
