input_code,num_sims,budget,delay,budget_used,lp_budget,obj_value,lp_obj_value,gm_value,lp_runtime,lp_work,input_file,int_filename,network
BD2_S100_0,100,3,6,6,3.0000000000000004,107.23,108.37583333334364,5,109.77606081962584,78.02994117517072,../work/dags/BD2_S100_0_dag.csv,../work/interventions/BD2_S100_0/comp_I6-B3.csv,BD
BD3_S100_0,100,3,6,5,3.0,159.2,149.78000000000426,5,232.3769850730896,167.41093406567788,../work/dags/BD3_S100_0_dag.csv,../work/interventions/BD3_S100_0/comp_I6-B3.csv,BD
BD4_S100_0,100,3,6,5,3.0,157.17,147.70500000000604,5,168.45316314697266,141.54387463970173,../work/dags/BD4_S100_0_dag.csv,../work/interventions/BD4_S100_0/comp_I6-B3.csv,BD
BD1_S100_0,100,4,6,6,4.0,98.1,99.62444444445684,5,124.26352500915527,91.77624281185427,../work/dags/BD1_S100_0_dag.csv,../work/interventions/BD1_S100_0/comp_I6-B4.csv,BD
BD2_S100_0,100,4,6,6,4.0,96.97,98.2866666666783,5,130.4855978488922,101.99555282511626,../work/dags/BD2_S100_0_dag.csv,../work/interventions/BD2_S100_0/comp_I6-B4.csv,BD
BD3_S100_0,100,4,6,5,4.0,145.97,143.16500000001344,5,150.43927788734436,119.707161018724,../work/dags/BD3_S100_0_dag.csv,../work/interventions/BD3_S100_0/comp_I6-B4.csv,BD
BD4_S100_0,100,4,6,5,4.0,143.92,141.0800000000153,5,149.18282890319824,122.83591037890776,../work/dags/BD4_S100_0_dag.csv,../work/interventions/BD4_S100_0/comp_I6-B4.csv,BD
BD1_S100_0,100,1,12,2,1.0,200.03,199.04666666662948,5,9.39818811416626,8.488272769833838,../work/dags/BD1_S100_0_dag.csv,../work/interventions/BD1_S100_0/comp_I12-B1.csv,BD
BD2_S100_0,100,1,12,2,1.0,199.33,198.6766666666299,5,9.962193012237549,8.358234420957558,../work/dags/BD2_S100_0_dag.csv,../work/interventions/BD2_S100_0/comp_I12-B1.csv,BD
BD3_S100_0,100,1,12,2,1.0,202.47,202.30499999996093,5,11.09787893295288,10.5384167550627,../work/dags/BD3_S100_0_dag.csv,../work/interventions/BD3_S100_0/comp_I12-B1.csv,BD
BD4_S100_0,100,1,12,2,1.0,202.13,202.0249999999612,5,11.41376805305481,9.86704476941027,../work/dags/BD4_S100_0_dag.csv,../work/interventions/BD4_S100_0/comp_I12-B1.csv,BD
BD1_S100_0,100,2,12,3,2.0,197.72,197.13499999996543,5,9.218689918518066,8.269548416545135,../work/dags/BD1_S100_0_dag.csv,../work/interventions/BD1_S100_0/comp_I12-B2.csv,BD
BD2_S100_0,100,2,12,3,2.0,196.97,196.73999999996568,5,13.475977897644045,28.45162126014491,../work/dags/BD2_S100_0_dag.csv,../work/interventions/BD2_S100_0/comp_I12-B2.csv,BD
BD3_S100_0,100,2,12,2,2.0,202.14,202.13999999996116,5,12.246546030044556,10.019054000384031,../work/dags/BD3_S100_0_dag.csv,../work/interventions/BD3_S100_0/comp_I12-B2.csv,BD
BD4_S100_0,100,2,12,2,2.0,201.92,201.91999999996133,5,11.559062957763672,9.793847888848967,../work/dags/BD4_S100_0_dag.csv,../work/interventions/BD4_S100_0/comp_I12-B2.csv,BD
BD1_S100_0,100,3,12,4,3.0,196.43,196.44249999996623,5,9.820219039916992,10.256744390169793,../work/dags/BD1_S100_0_dag.csv,../work/interventions/BD1_S100_0/comp_I12-B3.csv,BD
BD2_S100_0,100,3,12,4,3.0,196.02,196.07999999996653,5,9.20130491256714,7.945984607699249,../work/dags/BD2_S100_0_dag.csv,../work/interventions/BD2_S100_0/comp_I12-B3.csv,BD
BD3_S100_0,100,3,12,3,3.0,202.12,202.11999999996115,5,11.90364909172058,10.087889020966612,../work/dags/BD3_S100_0_dag.csv,../work/interventions/BD3_S100_0/comp_I12-B3.csv,BD
BD4_S100_0,100,3,12,4,3.0,201.89,201.89249999996136,5,12.705387115478516,16.299332366741417,../work/dags/BD4_S100_0_dag.csv,../work/interventions/BD4_S100_0/comp_I12-B3.csv,BD
BD1_S100_0,100,4,12,4,4.0,196.23,196.2299999999665,5,9.85150408744812,7.951573847002355,../work/dags/BD1_S100_0_dag.csv,../work/interventions/BD1_S100_0/comp_I12-B4.csv,BD
BD2_S100_0,100,4,12,5,4.0,195.95,195.84499999996683,5,12.356657028198242,19.445525894561868,../work/dags/BD2_S100_0_dag.csv,../work/interventions/BD2_S100_0/comp_I12-B4.csv,BD
BD3_S100_0,100,4,12,3,3.5,202.12,202.11999999996115,5,11.97089695930481,10.24151137653502,../work/dags/BD3_S100_0_dag.csv,../work/interventions/BD3_S100_0/comp_I12-B4.csv,BD
BD4_S100_0,100,4,12,4,3.833333333333333,201.89,201.88999999996136,5,10.659340143203735,10.1146725338592,../work/dags/BD4_S100_0_dag.csv,../work/interventions/BD4_S100_0/comp_I12-B4.csv,BD
BD1_S100_0,100,1,18,1,1.0,203.43,203.42999999996,5,4.902297019958496,4.786531874269825,../work/dags/BD1_S100_0_dag.csv,../work/interventions/BD1_S100_0/comp_I18-B1.csv,BD
BD2_S100_0,100,1,18,1,1.0,203.1,203.09999999996023,5,5.183012008666992,4.699370722790726,../work/dags/BD2_S100_0_dag.csv,../work/interventions/BD2_S100_0/comp_I18-B1.csv,BD
BD3_S100_0,100,1,18,1,1.0,203.77,203.76999999995965,5,6.472723007202148,6.507933406190971,../work/dags/BD3_S100_0_dag.csv,../work/interventions/BD3_S100_0/comp_I18-B1.csv,BD
BD4_S100_0,100,1,18,1,1.0,203.54,203.53999999995983,5,6.961124897003174,6.368299668619979,../work/dags/BD4_S100_0_dag.csv,../work/interventions/BD4_S100_0/comp_I18-B1.csv,BD
BD1_S100_0,100,2,18,5,2.0,203.43,203.42999999996,5,5.075018167495728,4.9595221875740885,../work/dags/BD1_S100_0_dag.csv,../work/interventions/BD1_S100_0/comp_I18-B2.csv,BD
BD2_S100_0,100,2,18,2,2.0,203.08,203.07999999996028,5,5.101588010787964,4.686112915328341,../work/dags/BD2_S100_0_dag.csv,../work/interventions/BD2_S100_0/comp_I18-B2.csv,BD
BD3_S100_0,100,2,18,5,2.0,203.77,203.76999999995965,5,7.020559787750244,6.706291882060171,../work/dags/BD3_S100_0_dag.csv,../work/interventions/BD3_S100_0/comp_I18-B2.csv,BD
BD4_S100_0,100,2,18,5,2.0,203.54,203.53999999995983,5,6.567798852920532,6.5740831201782495,../work/dags/BD4_S100_0_dag.csv,../work/interventions/BD4_S100_0/comp_I18-B2.csv,BD
BD1_S100_0,100,3,18,7,3.0,203.43,203.42999999996,5,5.373983860015869,4.987900034103671,../work/dags/BD1_S100_0_dag.csv,../work/interventions/BD1_S100_0/comp_I18-B3.csv,BD
BD2_S100_0,100,3,18,6,3.0,203.08,203.07999999996028,5,5.30378007888794,4.834663624557668,../work/dags/BD2_S100_0_dag.csv,../work/interventions/BD2_S100_0/comp_I18-B3.csv,BD
BD3_S100_0,100,3,18,7,3.0,203.77,203.76999999995965,5,7.961526870727539,6.733203493204743,../work/dags/BD3_S100_0_dag.csv,../work/interventions/BD3_S100_0/comp_I18-B3.csv,BD
BD4_S100_0,100,3,18,7,3.0,203.54,203.53999999995983,5,6.588124990463257,6.615713538909468,../work/dags/BD4_S100_0_dag.csv,../work/interventions/BD4_S100_0/comp_I18-B3.csv,BD
BD1_S100_0,100,4,18,7,4.0,203.43,203.42999999996,5,5.273650169372559,4.967308719625388,../work/dags/BD1_S100_0_dag.csv,../work/interventions/BD1_S100_0/comp_I18-B4.csv,BD
BD2_S100_0,100,4,18,7,4.0,203.08,203.07999999996028,5,4.942400932312012,4.850454169848376,../work/dags/BD2_S100_0_dag.csv,../work/interventions/BD2_S100_0/comp_I18-B4.csv,BD
BD3_S100_0,100,4,18,7,4.0,203.77,203.76999999995965,5,7.0138258934021,6.712617115399591,../work/dags/BD3_S100_0_dag.csv,../work/interventions/BD3_S100_0/comp_I18-B4.csv,BD
BD4_S100_0,100,4,18,7,4.0,203.54,203.53999999995983,5,6.973497152328491,6.595125227135487,../work/dags/BD4_S100_0_dag.csv,../work/interventions/BD4_S100_0/comp_I18-B4.csv,BD
ID1_S100_0,100,1,1,1,1.0,267.82,261.0253333332351,7,24.45195484161377,17.782981717631827,../work/dags/ID1_S100_0_dag.csv,../work/interventions/ID1_S100_0/comp_I1-B1.csv,ID
ID2_S100_0,100,1,1,2,1.0,248.14,245.6779166665833,7,48.175694942474365,27.504003761923503,../work/dags/ID2_S100_0_dag.csv,../work/interventions/ID2_S100_0/comp_I1-B1.csv,ID
ID3_S100_0,100,1,1,1,1.0,271.55,271.0399999998916,7,42.17075395584106,29.365389442894703,../work/dags/ID3_S100_0_dag.csv,../work/interventions/ID3_S100_0/comp_I1-B1.csv,ID
ID4_S100_0,100,1,1,2,1.0,256.59,253.4266666665755,7,141.77642488479614,78.2147483995272,../work/dags/ID4_S100_0_dag.csv,../work/interventions/ID4_S100_0/comp_I1-B1.csv,ID
ID1_S100_0,100,4,1,4,4.0,227.07,229.3371818181204,7,43.09394192695618,27.52003946945884,../work/dags/ID1_S100_0_dag.csv,../work/interventions/ID1_S100_0/comp_I1-B4.csv,ID
ID2_S100_0,100,4,1,5,4.0,216.55,218.4370833332789,7,53.943066120147705,31.25409892253909,../work/dags/ID2_S100_0_dag.csv,../work/interventions/ID2_S100_0/comp_I1-B4.csv,ID
ID3_S100_0,100,4,1,5,4.0,231.9,230.55182072822635,7,108.04648399353027,69.48587272213253,../work/dags/ID3_S100_0_dag.csv,../work/interventions/ID3_S100_0/comp_I1-B4.csv,ID
ID4_S100_0,100,4,1,5,4.0,220.49,219.3496153845604,7,325.193776845932,186.26937704484203,../work/dags/ID4_S100_0_dag.csv,../work/interventions/ID4_S100_0/comp_I1-B4.csv,ID
ID1_S100_0,100,7,1,8,7.0,226.36,226.34999999993912,7,29.86347699165344,16.775446076761057,../work/dags/ID1_S100_0_dag.csv,../work/interventions/ID1_S100_0/comp_I1-B7.csv,ID
ID2_S100_0,100,7,1,8,7.0,216.04,216.0299999999485,7,41.70841908454895,26.018321046935284,../work/dags/ID2_S100_0_dag.csv,../work/interventions/ID2_S100_0/comp_I1-B7.csv,ID
ID3_S100_0,100,7,1,9,7.0,226.34,226.32833333327247,7,61.310023069381714,40.47658533463703,../work/dags/ID3_S100_0_dag.csv,../work/interventions/ID3_S100_0/comp_I1-B7.csv,ID
ID4_S100_0,100,7,1,9,7.0,216.04,216.02833333328184,7,143.02476000785828,73.97699692130955,../work/dags/ID4_S100_0_dag.csv,../work/interventions/ID4_S100_0/comp_I1-B7.csv,ID
ID1_S100_0,100,10,1,9,8.5,226.34,226.33999999993912,7,20.15230917930603,14.299808753546602,../work/dags/ID1_S100_0_dag.csv,../work/interventions/ID1_S100_0/comp_I1-B10.csv,ID
ID2_S100_0,100,10,1,10,9.5,216.02,216.0199999999485,7,32.724682092666626,19.022382287004056,../work/dags/ID2_S100_0_dag.csv,../work/interventions/ID2_S100_0/comp_I1-B10.csv,ID
ID3_S100_0,100,10,1,10,10.0,226.29,226.2899999999392,7,49.90242290496826,29.48735270662588,../work/dags/ID3_S100_0_dag.csv,../work/interventions/ID3_S100_0/comp_I1-B10.csv,ID
ID4_S100_0,100,10,1,10,10.0,215.99,215.9899999999485,7,80.1731379032135,46.61389807444768,../work/dags/ID4_S100_0_dag.csv,../work/interventions/ID4_S100_0/comp_I1-B10.csv,ID
ID1_S100_0,100,16,1,9,9.0,226.34,226.33999999993912,7,20.830977201461792,13.588479854588396,../work/dags/ID1_S100_0_dag.csv,../work/interventions/ID1_S100_0/comp_I1-B16.csv,ID
ID2_S100_0,100,16,1,10,10.0,216.02,216.0199999999485,7,28.762462854385376,16.59215303915375,../work/dags/ID2_S100_0_dag.csv,../work/interventions/ID2_S100_0/comp_I1-B16.csv,ID
ID3_S100_0,100,16,1,11,10.5,226.29,226.2899999999392,7,39.90909004211426,23.75298021679681,../work/dags/ID3_S100_0_dag.csv,../work/interventions/ID3_S100_0/comp_I1-B16.csv,ID
ID4_S100_0,100,16,1,11,11.0,215.99,215.9899999999485,7,63.26698899269104,33.826174699240454,../work/dags/ID4_S100_0_dag.csv,../work/interventions/ID4_S100_0/comp_I1-B16.csv,ID
ID1_S100_0,100,1,3,2,1.0,273.0,268.1566666665629,7,27.615015983581543,17.352714494203873,../work/dags/ID1_S100_0_dag.csv,../work/interventions/ID1_S100_0/comp_I3-B1.csv,ID
ID2_S100_0,100,1,3,2,1.0,254.04,250.94916666657804,7,17.1369309425354,12.86853455498079,../work/dags/ID2_S100_0_dag.csv,../work/interventions/ID2_S100_0/comp_I3-B1.csv,ID
ID3_S100_0,100,1,3,2,1.0,286.12,284.5295238094107,7,50.56200003623962,34.847032524049695,../work/dags/ID3_S100_0_dag.csv,../work/interventions/ID3_S100_0/comp_I3-B1.csv,ID
ID4_S100_0,100,1,3,2,1.0,269.77,263.6158333332315,7,29.04284405708313,20.78729766853978,../work/dags/ID4_S100_0_dag.csv,../work/interventions/ID4_S100_0/comp_I3-B1.csv,ID
ID1_S100_0,100,4,3,5,4.0,233.43,234.92749999993052,7,17.473769903182983,33.324638377496875,../work/dags/ID1_S100_0_dag.csv,../work/interventions/ID1_S100_0/comp_I3-B4.csv,ID
ID2_S100_0,100,4,3,4,4.0,221.95,223.44321428565527,7,15.487684965133669,29.272153096758714,../work/dags/ID2_S100_0_dag.csv,../work/interventions/ID2_S100_0/comp_I3-B4.csv,ID
ID3_S100_0,100,4,3,5,4.0,238.74,236.70916666659565,7,63.57602000236511,164.2576125591361,../work/dags/ID3_S100_0_dag.csv,../work/interventions/ID3_S100_0/comp_I3-B4.csv,ID
ID4_S100_0,100,4,3,5,4.0,226.54,224.90211538455577,7,48.91560506820679,119.9553370335053,../work/dags/ID4_S100_0_dag.csv,../work/interventions/ID4_S100_0/comp_I3-B4.csv,ID
ID1_S100_0,100,7,3,9,7.0,232.39,232.3899999999336,7,11.2433340549469,8.718066931374098,../work/dags/ID1_S100_0_dag.csv,../work/interventions/ID1_S100_0/comp_I3-B7.csv,ID
ID2_S100_0,100,7,3,11,7.0,221.1,221.0999999999439,7,7.873764991760254,7.163128843926665,../work/dags/ID2_S100_0_dag.csv,../work/interventions/ID2_S100_0/comp_I3-B7.csv,ID
ID3_S100_0,100,7,3,8,7.000000000000001,232.43,232.4299999999336,7,18.24609899520874,16.99924112863887,../work/dags/ID3_S100_0_dag.csv,../work/interventions/ID3_S100_0/comp_I3-B7.csv,ID
ID4_S100_0,100,7,3,8,7.000000000000001,221.16,221.15999999994384,7,13.07320523262024,12.633878838001698,../work/dags/ID4_S100_0_dag.csv,../work/interventions/ID4_S100_0/comp_I3-B7.csv,ID
ID1_S100_0,100,10,3,10,9.5,232.39,232.3899999999336,7,10.722454071044922,8.582342050910448,../work/dags/ID1_S100_0_dag.csv,../work/interventions/ID1_S100_0/comp_I3-B10.csv,ID
ID2_S100_0,100,10,3,11,10.0,221.1,221.0999999999439,7,8.1667959690094,7.063857826546999,../work/dags/ID2_S100_0_dag.csv,../work/interventions/ID2_S100_0/comp_I3-B10.csv,ID
ID3_S100_0,100,10,3,11,9.5,232.43,232.4299999999336,7,19.14514398574829,13.5837378666661,../work/dags/ID3_S100_0_dag.csv,../work/interventions/ID3_S100_0/comp_I3-B10.csv,ID
ID4_S100_0,100,10,3,11,9.5,221.16,221.15999999994384,7,14.01555585861206,11.161579677988804,../work/dags/ID4_S100_0_dag.csv,../work/interventions/ID4_S100_0/comp_I3-B10.csv,ID
ID1_S100_0,100,16,3,10,9.5,232.39,232.3899999999336,7,12.53305196762085,8.582342050910448,../work/dags/ID1_S100_0_dag.csv,../work/interventions/ID1_S100_0/comp_I3-B16.csv,ID
ID2_S100_0,100,16,3,11,10.0,221.1,221.0999999999439,7,8.053654909133911,7.063857826546999,../work/dags/ID2_S100_0_dag.csv,../work/interventions/ID2_S100_0/comp_I3-B16.csv,ID
ID3_S100_0,100,16,3,11,9.5,232.43,232.4299999999336,7,20.591061115264893,13.5837378666661,../work/dags/ID3_S100_0_dag.csv,../work/interventions/ID3_S100_0/comp_I3-B16.csv,ID
ID4_S100_0,100,16,3,11,9.5,221.16,221.15999999994384,7,14.031487941741943,11.161579677988804,../work/dags/ID4_S100_0_dag.csv,../work/interventions/ID4_S100_0/comp_I3-B16.csv,ID
ID1_S100_0,100,1,6,2,1.0,292.43,288.7199999998764,7,33.30117583274841,20.731102679607115,../work/dags/ID1_S100_0_dag.csv,../work/interventions/ID1_S100_0/comp_I6-B1.csv,ID
ID2_S100_0,100,1,6,2,1.0,261.37,264.76722222213755,7,14.426594972610474,10.286868588901704,../work/dags/ID2_S100_0_dag.csv,../work/interventions/ID2_S100_0/comp_I6-B1.csv,ID
ID4_S100_0,100,1,6,2,1.0,303.97,298.8549999998722,7,37.90992188453674,24.49642974421843,../work/dags/ID4_S100_0_dag.csv,../work/interventions/ID4_S100_0/comp_I6-B1.csv,ID
ID1_S100_0,100,4,6,4,4.0,242.63,245.3825777777,7,27.36543583869934,19.626684370284707,../work/dags/ID1_S100_0_dag.csv,../work/interventions/ID1_S100_0/comp_I6-B4.csv,ID
ID2_S100_0,100,4,6,5,4.0,228.63,230.91812499993736,7,16.84570813179016,32.19130821875024,../work/dags/ID2_S100_0_dag.csv,../work/interventions/ID2_S100_0/comp_I6-B4.csv,ID
ID3_S100_0,100,4,6,5,4.0,249.84,250.47457683733737,7,127.23114609718324,233.85716638672784,../work/dags/ID3_S100_0_dag.csv,../work/interventions/ID3_S100_0/comp_I6-B4.csv,ID
ID4_S100_0,100,4,6,5,4.0,234.9,235.0640512819804,7,44.80885982513428,31.675114278228943,../work/dags/ID4_S100_0_dag.csv,../work/interventions/ID4_S100_0/comp_I6-B4.csv,ID
ID1_S100_0,100,7,6,12,7.0,240.34,240.3349999999264,7,11.366797924041748,11.580740292849317,../work/dags/ID1_S100_0_dag.csv,../work/interventions/ID1_S100_0/comp_I6-B7.csv,ID
ID2_S100_0,100,7,6,10,6.999999999999999,227.25,227.2469999999383,7,9.749852180480955,9.283394281030793,../work/dags/ID2_S100_0_dag.csv,../work/interventions/ID2_S100_0/comp_I6-B7.csv,ID
ID3_S100_0,100,7,6,10,7.0,241.0,241.03288888881457,7,29.12588596343994,53.81502094051072,../work/dags/ID3_S100_0_dag.csv,../work/interventions/ID3_S100_0/comp_I6-B7.csv,ID
ID4_S100_0,100,7,6,13,6.999999999999999,227.74,227.7426666666045,7,20.62866997718811,26.06616144623465,../work/dags/ID4_S100_0_dag.csv,../work/interventions/ID4_S100_0/comp_I6-B7.csv,ID
ID1_S100_0,100,10,6,13,10.0,240.26,240.2599999999265,7,12.036376953125,8.17633869947767,../work/dags/ID1_S100_0_dag.csv,../work/interventions/ID1_S100_0/comp_I6-B10.csv,ID
ID2_S100_0,100,10,6,12,10.0,227.22,227.21999999993832,7,8.55452013015747,6.589238889273283,../work/dags/ID2_S100_0_dag.csv,../work/interventions/ID2_S100_0/comp_I6-B10.csv,ID
ID3_S100_0,100,10,6,14,10.0,240.77,240.7316666665927,7,132.89637303352356,406.7906438332289,../work/dags/ID3_S100_0_dag.csv,../work/interventions/ID3_S100_0/comp_I6-B10.csv,ID
